"Var1","Freq"
"SMDT1",8
"SMG1",10
"SMG5",10
"SMG6",10
"SMG7",10
"SMG8",10
"SMG9",10
"SMIM1",8
"SMIM10",7
"SMIM10L1",8
"SMIM10L2A",4
"SMIM10L2B",1
"SMIM10L2B-AS1",1
"SMIM12",8
"SMIM13",8
"SMIM14",8
"SMIM15",8
"SMIM17",1
"SMIM19",8
"SMIM20",8
"SMIM21",1
"SMIM22",8
"SMIM23",1
"SMIM24",8
"SMIM26",8
"SMIM27",8
"SMIM28",1
"SMIM29",8
"SMIM3",8
"SMIM30",1
"SMIM31",4
"SMIM32",6
"SMIM35",1
"SMIM36",1
"SMIM38",4
"SMIM40",1
"SMIM41",1
"SMIM43",3
"SMIM45",1
"SMIM47",1
"SMIM5",8
"SMIM7",8
"SMIM8",8
"SMIM9",1
"SMKR1",6
"SMLR1",3
"SMN1",2
"SMN2",2
"SMNDC1",10
"SMO",10
"SMOC1",10
"SMOC2",10
"SMOX",10
"SMPD1",10
"SMPD2",10
"SMPD3",10
"SMPD4",3
"SMPDL3A",10
"SMPDL3B",10
"SMPX",5
"SMR3A",2
"SMR3B",3
"SMS",3
"SMTN",10
"SMTNL1",10
"SMTNL2",10
"SMU1",10
"SMUG1",10
"SMURF1",10
"SMURF2",10
"SMYD1",6
"SMYD2",10
"SMYD3",10
"SMYD4",10
"SMYD5",10
"SNAI1",10
"SNAI2",10
"SNAI3",8
"SNAP23",10
"SNAP25",9
"SNAP29",10
"SNAP47",10
"SNAP91",5
"SNAPC1",10
"SNAPC2",10
"SNAPC3",10
"SNAPC4",10
"SNAPC5",10
"SNAPIN",10
"SNCA",10
"SNCAIP",10
"SNCB",10
"SNCG",10
"SND1",10
"SNED1",10
"SNF8",10
"SNHG32",8
"SNIP1",10
"SNN",10
"SNORC",7
"SNPH",10
"SNRK",10
"SNRNP200",10
"SNRNP25",10
"SNRNP27",10
"SNRNP35",10
"SNRNP40",10
"SNRNP48",10
"SNRNP70",10
"SNRPA",10
"SNRPA1",3
"SNRPB",10
"SNRPB2",10
"SNRPC",10
"SNRPD1",10
"SNRPD2",10
"SNRPD3",10
"SNRPE",9
"SNRPF",10
"SNRPG",3
"SNRPN",3
"SNTA1",10
"SNTB1",10
"SNTB2",10
"SNTG1",5
"SNTG2",5
"SNTN",7
"SNU13",8
"SNUPN",10
"SNURF",2
"SNW1",10
"SNX1",10
"SNX10",10
"SNX11",10
"SNX12",10
"SNX13",10
"SNX14",10
"SNX15",2
"SNX16",9
"SNX17",10
"SNX18",10
"SNX19",10
"SNX2",10
"SNX20",10
"SNX21",10
"SNX22",10
"SNX24",10
"SNX25",10
"SNX27",10
"SNX29",10
"SNX3",10
"SNX30",10
"SNX31",3
"SNX32",9
"SNX33",10
"SNX4",10
"SNX5",10
"SNX6",10
"SNX7",10
"SNX8",10
"SNX9",10
"SOAT1",10
"SOAT2",10
"SOBP",10
"SOCS1",10
"SOCS2",10
"SOCS3",10
"SOCS4",10
"SOCS5",10
"SOCS6",10
"SOCS7",10
"SOD1",10
"SOD2",10
"SOD3",10
"SOHLH1",9
"SOHLH2",5
"SON",10
"SORBS1",10
"SORBS2",10
"SORBS3",10
"SORCS1",5
"SORCS2",10
"SORCS3",3
"SORD",3
"SORL1",10
"SORT1",10
"SOS1",10
"SOS2",10
"SOST",5
"SOSTDC1",10
"SOWAHA",3
"SOWAHB",1
"SOWAHC",8
"SOWAHD",1
"SOX1",6
"SOX10",10
"SOX11",6
"SOX12",10
"SOX13",10
"SOX14",5
"SOX15",10
"SOX17",10
"SOX18",8
"SOX2",10
"SOX21",7
"SOX3",6
"SOX30",3
"SOX4",10
"SOX5",10
"SOX6",10
"SOX7",10
"SOX8",7
"SOX9",10
"SP1",10
"SP100",10
"SP110",10
"SP140",10
"SP140L",10
"SP2",10
"SP3",10
"SP4",10
"SP5",10
"SP6",9
"SP7",7
"SP8",5
"SP9",3
"SPA17",10
"SPAAR",8
"SPACA1",5
"SPACA3",6
"SPACA4",10
"SPACA5",2
"SPACA6",6
"SPACA7",6
"SPACA9",8
"SPACDR",8
"SPADH",1
"SPAG1",10
"SPAG11B",5
"SPAG16",9
"SPAG17",6
"SPAG4",10
"SPAG5",10
"SPAG6",7
"SPAG7",10
"SPAG8",10
"SPAG9",10
"SPAM1",4
"SPANXA1",2
"SPANXB1",2
"SPANXD",1
"SPANXN1",2
"SPANXN2",3
"SPANXN3",2
"SPANXN4",2
"SPANXN5",2
"SPARC",10
"SPARCL1",10
"SPART",8
"SPAST",10
"SPATA1",1
"SPATA12",8
"SPATA13",10
"SPATA16",10
"SPATA17",6
"SPATA18",9
"SPATA19",7
"SPATA2",10
"SPATA20",10
"SPATA21",10
"SPATA22",2
"SPATA24",10
"SPATA25",8
"SPATA2L",10
"SPATA3",10
"SPATA31A1",1
"SPATA31A3",1
"SPATA31A5",1
"SPATA31A6",1
"SPATA31C1",1
"SPATA31C2",1
"SPATA31D1",7
"SPATA31D4",1
"SPATA31E1",4
"SPATA31F1",3
"SPATA31F3",5
"SPATA31G1",7
"SPATA31H1",8
"SPATA31J1",1
"SPATA32",7
"SPATA33",8
"SPATA4",8
"SPATA45",3
"SPATA46",7
"SPATA6",10
"SPATA6L",4
"SPATA7",10
"SPATA9",2
"SPATC1",10
"SPATC1L",8
"SPATS1",8
"SPATS2",10
"SPATS2L",10
"SPC24",10
"SPC25",7
"SPCS1",10
"SPCS2",6
"SPCS3",10
"SPDEF",10
"SPDL1",7
"SPDYA",3
"SPDYC",3
"SPDYE1",9
"SPDYE18",1
"SPDYE2",2
"SPDYE21",1
"SPDYE3",3
"SPDYE4",3
"SPDYE5",3
"SPDYE6",1
"SPECC1",10
"SPECC1L",10
"SPEF1",10
"SPEF2",10
"SPEG",10
"SPEGNB",1
"SPEM1",9
"SPEM2",1
"SPEN",10
"SPESP1",6
"SPG11",10
"SPG21",10
"SPG7",10
"SPHK1",10
"SPHK2",10
"SPHKAP",5
"SPI1",10
"SPIB",10
"SPIC",2
"SPICE1",8
"SPIDR",8
"SPIN1",10
"SPIN2A",1
"SPIN2B",3
"SPIN3",9
"SPIN4",10
"SPINDOC",8
"SPINK1",10
"SPINK13",5
"SPINK14",2
"SPINK2",9
"SPINK4",9
"SPINK5",10
"SPINK6",7
"SPINK7",5
"SPINK8",2
"SPINK9",2
"SPINT1",10
"SPINT2",10
"SPINT3",5
"SPINT4",2
"SPIRE1",10
"SPIRE2",10
"SPMAP1",2
"SPMAP2",7
"SPMIP1",4
"SPMIP11",2
"SPMIP2",2
"SPMIP3",3
"SPMIP4",8
"SPMIP5",5
"SPMIP6",8
"SPMIP8",8
"SPMIP9",6
"SPN",10
"SPNS1",10
"SPNS2",10
"SPNS3",9
"SPO11",2
"SPOCD1",10
"SPOCK1",10
"SPOCK2",10
"SPOCK3",3
"SPON1",10
"SPON2",10
"SPOP",10
"SPOPL",10
"SPOUT1",8
"SPP1",10
"SPP2",8
"SPPL2A",10
"SPPL2B",10
"SPPL2C",6
"SPPL3",10
"SPR",10
"SPRED1",10
"SPRED2",10
"SPRED3",10
"SPRING1",8
"SPRN",10
"SPRR1A",7
"SPRR1B",5
"SPRR2A",7
"SPRR2B",3
"SPRR2D",3
"SPRR2E",3
"SPRR2F",3
"SPRR2G",9
"SPRR3",7
"SPRR4",10
"SPRTN",8
"SPRY1",10
"SPRY2",10
"SPRY3",7
"SPRY4",10
"SPRYD3",10
"SPRYD4",10
"SPRYD7",10
"SPSB1",10
"SPSB2",10
"SPSB3",10
"SPSB4",10
"SPTA1",5
"SPTAN1",10
"SPTB",10
"SPTBN1",10
"SPTBN2",10
"SPTBN4",10
"SPTBN5",10
"SPTLC1",10
"SPTLC2",10
"SPTLC3",9
"SPTSSA",10
"SPTSSB",3
"SPTY2D1",10
"SPX",4
"SPZ1",3
"SQLE",10
"SQOR",8
"SQSTM1",10
"SRA1",10
"SRARP",8
"SRBD1",10
"SRC",10
"SRCAP",10
"SRCIN1",10
"SRD5A1",10
"SRD5A2",6
"SRD5A3",10
"SREBF1",10
"SREBF2",10
"SREK1",10
"SREK1IP1",10
"SRF",10
"SRFBP1",10
"SRGAP1",10
"SRGAP2",10
"SRGAP2C",1
"SRGAP3",10
"SRGN",10
"SRI",10
"SRL",10
"SRM",10
"SRMS",5
"SRP14",10
"SRP19",10
"SRP54",10
"SRP68",10
"SRP72",10
"SRP9",9
"SRPK1",10
"SRPK2",10
"SRPK3",10
"SRPRA",8
"SRPRB",10
"SRPX",10
"SRPX2",10
"SRR",10
"SRRD",10
"SRRM1",10
"SRRM2",10
"SRRM3",10
"SRRM4",5
"SRRM5",5
"SRRT",10
"SRSF1",10
"SRSF10",10
"SRSF11",10
"SRSF12",6
"SRSF2",10
"SRSF3",10
"SRSF4",10
"SRSF5",10
"SRSF6",10
"SRSF7",10
"SRSF8",10
"SRSF9",10
"SRXN1",10
"SRY",4
"SS18",10
"SS18L1",10
"SS18L2",10
"SSB",10
"SSBP1",10
"SSBP2",10
"SSBP3",10
"SSBP4",10
"SSC4D",8
"SSC5D",10
"SSH1",10
"SSH2",10
"SSH3",10
"SSNA1",10
"SSPN",10
"SSR1",10
"SSR2",10
"SSR3",10
"SSR4",10
"SSRP1",10
"SST",7
"SSTR1",8
"SSTR2",7
"SSTR3",10
"SSTR4",9
"SSTR5",8
"SSU72",10
"SSUH2",7
"SSX1",4
"SSX2",2
"SSX2IP",10
"SSX3",7
"SSX4B",2
"SSX5",8
"SSX7",3
"ST13",10
"ST14",10
"ST18",4
"ST3GAL1",10
"ST3GAL2",10
"ST3GAL3",10
"ST3GAL4",10
"ST3GAL5",10
"ST3GAL6",10
"ST6GAL1",10
"ST6GAL2",3
"ST6GALNAC1",10
"ST6GALNAC2",10
"ST6GALNAC3",6
"ST6GALNAC4",10
"ST6GALNAC5",10
"ST6GALNAC6",10
"ST7",10
"ST7L",9
"ST8SIA1",10
"ST8SIA2",5
"ST8SIA3",5
"ST8SIA4",10
"ST8SIA5",10
"ST8SIA6",3
"STAB1",10
"STAB2",10
"STAC",10
"STAC2",10
"STAC3",10
"STAG1",10
"STAG2",10
"STAG3",10
"STAM",10
"STAM2",10
"STAMBP",10
"STAMBPL1",10
"STAP1",10
"STAP2",10
"STAR",7
"STARD10",10
"STARD13",10
"STARD3",10
"STARD3NL",10
"STARD4",10
"STARD5",10
"STARD6",4
"STARD7",10
"STARD8",10
"STARD9",10
"STAT1",10
"STAT2",10
"STAT3",10
"STAT4",10
"STAT5A",10
"STAT5B",10
"STAT6",10
"STATH",2
"STAU1",10
"STAU2",10
"STBD1",3
"STC1",10
"STC2",10
"STEAP1",10
"STEAP1B",9
"STEAP2",10
"STEAP3",10
"STEAP4",10
"STEEP1",7
"STH",10
"STIL",9
"STIM1",10
"STIM2",10
"STIMATE",8
"STING1",8
"STIP1",10
"STK10",10
"STK11",10
"STK11IP",10
"STK16",10
"STK17A",10
"STK17B",10
"STK19",2
"STK24",10
"STK25",10
"STK26",8
"STK3",9
"STK31",10
"STK32A",9
"STK32B",10
"STK32C",10
"STK33",10
"STK35",10
"STK36",10
"STK38",10
"STK38L",10
"STK39",10
"STK4",10
"STK40",10
"STKLD1",4
"STMN1",10
"STMN2",5
"STMN3",10
"STMN4",9
"STMND1",1
"STMP1",8
"STN1",8
"STOM",10
"STOML1",10
"STOML2",10
"STOML3",6
"STON1",10
"STON1-GTF2A1L",3
"STON2",9
"STOX1",6
"STOX2",10
"STPG1",7
"STPG2",4
"STPG3",8
"STPG4",4
"STRA6",9
"STRA8",3
"STRADA",10
"STRADB",3
"STRAP",10
"STRBP",10
"STRC",3
"STRIP1",8
"STRIP2",3
"STRN",10
"STRN3",10
"STRN4",10
"STS",10
"STT3A",10
"STT3B",10
"STUB1",10
"STUM",8
"STX10",10
"STX11",10
"STX12",10
"STX16",10
"STX16-NPEPL1",1
"STX17",10
"STX18",10
"STX19",9
"STX1A",10
"STX1B",9
"STX2",10
"STX3",10
"STX4",10
"STX5",10
"STX6",10
"STX7",10
"STX8",10
"STXBP1",10
"STXBP2",10
"STXBP3",10
"STXBP4",7
"STXBP5",10
"STXBP5L",2
"STXBP6",10
"STYK1",8
"STYX",8
"STYXL1",10
"STYXL2",4
"SUB1",10
"SUCLA2",10
"SUCLG1",10
"SUCLG2",10
"SUCNR1",9
"SUCO",8
"SUDS3",10
"SUFU",8
"SUGCT",8
"SUGP1",10
"SUGP2",10
"SUGT1",10
"SULF1",10
"SULF2",10
"SULT1A1",8
"SULT1A2",10
"SULT1A4",2
"SULT1B1",7
"SULT1C2",10
"SULT1C3",3
"SULT1C4",8
"SULT1E1",3
"SULT2A1",4
"SULT2B1",10
"SULT4A1",10
"SULT6B1",2
"SUMF1",10
"SUMF2",10
"SUMO1",10
"SUMO2",10
"SUMO3",10
"SUMO4",8
"SUN1",10
"SUN2",10
"SUN3",2
"SUN5",8
"SUOX",10
"SUPT16H",10
"SUPT20H",8
"SUPT20HL1",1
"SUPT20HL2",1
"SUPT3H",10
"SUPT4H1",10
"SUPT5H",10
"SUPT6H",10
"SUPT7L",10
"SUPV3L1",10
"SURF1",10
"SURF2",10
"SURF4",10
"SURF6",10
"SUSD1",10
"SUSD2",10
"SUSD3",10
"SUSD4",10
"SUSD5",7
"SUSD6",8
"SUV39H1",10
"SUV39H2",9
"SUZ12",10
"SV2A",10
"SV2B",8
"SV2C",5
"SVBP",8
"SVEP1",10
"SVIL",10
"SVIP",10
"SVOP",7
"SVOPL",5
"SWAP70",10
"SWI5",10
"SWSAP1",8
"SWT1",10
"SYAP1",10
"SYBU",9
"SYCE1",4
"SYCE1L",10
"SYCE2",7
"SYCE3",8
"SYCN",9
"SYCP1",2
"SYCP2",7
"SYCP2L",6
"SYCP3",6
"SYDE1",10
"SYDE2",10
"SYF2",10
"SYK",10
"SYMPK",10
"SYN1",10
"SYN2",6
"SYN3",9
"SYNC",10
"SYNCRIP",10
"SYNDIG1",10
"SYNDIG1L",10
"SYNE1",10
"SYNE2",10
"SYNE3",8
"SYNE4",8
"SYNGAP1",10
"SYNGR1",10
"SYNGR2",10
"SYNGR3",9
"SYNGR4",8
"SYNJ1",10
"SYNJ2",10
"SYNJ2BP",10
"SYNM",10
"SYNPO",10
"SYNPO2",10
"SYNPO2L",6
"SYNPR",5
"SYNRG",10
"SYP",10
"SYPL1",10
"SYPL2",9
"SYS1",10
"SYT1",5
"SYT10",3
"SYT11",10
"SYT12",10
"SYT13",6
"SYT14",3
"SYT15",3
"SYT16",3
"SYT17",10
"SYT2",10
"SYT3",3
"SYT4",7
"SYT5",10
"SYT6",7
"SYT7",10
"SYT8",10
"SYT9",5
"SYTL1",10
"SYTL2",10
"SYTL3",10
"SYTL4",10
"SYTL5",6
"SYVN1",10
"SZRD1",8
"SZT2",10
"TAAR1",2
"TAAR2",5
"TAAR5",9
"TAAR6",3
"TAAR8",7
"TAAR9",6
"TAB1",10
"TAB2",10
"TAB3",8
"TAC1",3
"TAC3",9
"TAC4",9
"TACC1",10
"TACC2",10
"TACC3",10
"TACO1",10
"TACR1",7
"TACR2",10
"TACR3",5
"TACSTD2",10
"TADA1",10
"TADA2A",10
"TADA2B",10
"TADA3",10
"TAF1",10
"TAF10",10
"TAF11",10
"TAF12",10
"TAF13",5
"TAF15",10
"TAF1A",9
"TAF1B",10
"TAF1C",10
"TAF1D",10
"TAF1L",9
"TAF2",10
"TAF3",10
"TAF4",10
"TAF4B",10
"TAF5",10
"TAF5L",10
"TAF6",10
"TAF6L",10
"TAF7",10
"TAF7L",4
"TAF8",10
"TAF9",10
"TAF9B",10
"TAFA1",3
"TAFA2",4
"TAFA3",1
"TAFA4",1
"TAFA5",6
"TAFAZZIN",8
"TAGAP",10
"TAGLN",10
"TAGLN2",10
"TAGLN3",9
"TAL1",10
"TAL2",9
"TALDO1",10
"TAMALIN",8
"TAMM41",10
"TANC1",10
"TANC2",10
"TANGO2",8
"TANGO6",8
"TANK",10
"TAOK1",10
"TAOK2",10
"TAOK3",10
"TAP1",10
"TAP2",10
"TAPBP",10
"TAPBPL",10
"TAPT1",10
"TARBP1",10
"TARBP2",10
"TARDBP",10
"TARM1",3
"TARS1",8
"TARS2",10
"TARS3",8
"TAS1R1",7
"TAS1R2",6
"TAS1R3",3
"TAS2R1",7
"TAS2R10",3
"TAS2R13",6
"TAS2R14",5
"TAS2R16",5
"TAS2R19",3
"TAS2R20",3
"TAS2R3",8
"TAS2R30",3
"TAS2R31",3
"TAS2R38",5
"TAS2R39",5
"TAS2R4",7
"TAS2R40",3
"TAS2R41",6
"TAS2R42",3
"TAS2R43",3
"TAS2R45",2
"TAS2R46",3
"TAS2R5",7
"TAS2R50",4
"TAS2R60",3
"TAS2R7",4
"TAS2R8",2
"TAS2R9",4
"TASL",8
"TASOR",8
"TASOR2",8
"TASP1",10
"TAT",6
"TATDN1",3
"TATDN2",10
"TATDN3",10
"TAX1BP1",10
"TAX1BP3",3
"TBATA",5
"TBC1D1",10
"TBC1D10A",10
"TBC1D10B",10
"TBC1D10C",10
"TBC1D12",10
"TBC1D13",10
"TBC1D14",10
"TBC1D15",10
"TBC1D16",10
"TBC1D17",10
"TBC1D19",9
"TBC1D2",10
"TBC1D20",10
"TBC1D21",8
"TBC1D22A",10
"TBC1D22B",10
"TBC1D23",10
"TBC1D24",10
"TBC1D25",10
"TBC1D26",10
"TBC1D28",3
"TBC1D2B",10
"TBC1D3",2
"TBC1D30",10
"TBC1D31",8
"TBC1D32",4
"TBC1D3B",2
"TBC1D3G",2
"TBC1D4",10
"TBC1D5",10
"TBC1D7",6
"TBC1D8",10
"TBC1D8B",9
"TBC1D9",10
"TBC1D9B",10
"TBCA",10
"TBCB",10
"TBCC",10
"TBCCD1",10
"TBCD",10
"TBCE",10
"TBCEL",10
"TBCK",10
"TBK1",10
"TBKBP1",10
"TBL1X",10
"TBL1XR1",10
"TBL1Y",9
"TBL2",10
"TBL3",10
"TBP",10
"TBPL1",10
"TBPL2",3
"TBR1",4
"TBRG1",10
"TBRG4",10
"TBX1",10
"TBX10",9
"TBX15",10
"TBX18",3
"TBX19",10
"TBX2",10
"TBX20",4
"TBX21",10
"TBX22",3
"TBX3",10
"TBX4",10
"TBX5",10
"TBX6",10
"TBXA2R",10
"TBXAS1",10
"TBXT",8
"TC2N",10
"TCAF1",1
"TCAF2",1
"TCAIM",8
"TCAP",10
"TCEA1",3
"TCEA2",10
"TCEA3",10
"TCEAL1",10
"TCEAL2",9
"TCEAL3",8
"TCEAL4",10
"TCEAL5",3
"TCEAL6",3
"TCEAL7",9
"TCEAL8",10
"TCEAL9",8
"TCEANC",10
"TCEANC2",6
"TCERG1",10
"TCERG1L",5
"TCF12",10
"TCF15",10
"TCF19",10
"TCF20",10
"TCF21",10
"TCF23",3
"TCF24",3
"TCF25",10
"TCF3",10
"TCF4",10
"TCF7",10
"TCF7L1",10
"TCF7L2",10
"TCFL5",10
"TCHH",6
"TCHHL1",3
"TCHP",10
"TCIM",8
"TCIRG1",10
"TCL1A",10
"TCL1B",8
"TCN1",7
"TCN2",10
"TCOF1",10
"TCP1",10
"TCP10L",3
"TCP11",7
"TCP11L1",10
"TCP11L2",7
"TCP11X2",1
"TCTA",10
"TCTE1",7
"TCTN1",10
"TCTN2",10
"TCTN3",10
"TDG",3
"TDO2",9
"TDP1",10
"TDP2",10
"TDRD1",3
"TDRD10",10
"TDRD12",7
"TDRD15",1
"TDRD3",10
"TDRD5",5
"TDRD6",7
"TDRD7",10
"TDRD9",6
"TDRKH",9
"TDRP",8
"TEAD1",10
"TEAD2",10
"TEAD3",10
"TEAD4",10
"TEC",10
"TECPR1",10
"TECPR2",10
"TECR",3
"TECRL",2
"TECTA",2
"TECTB",7
"TEDC1",8
"TEDC2",8
"TEDDM1",6
"TEF",10
"TEFM",8
"TEK",10
"TEKT1",10
"TEKT2",10
"TEKT3",6
"TEKT4",3
"TEKT5",8
"TEKTIP1",1
"TEKTL1",8
"TELO2",10
"TEN1",2
"TEN1-CDK3",1
"TENM1",4
"TENM2",3
"TENM3",5
"TENM4",8
"TENT2",8
"TENT4A",8
"TENT4B",8
"TENT5A",8
"TENT5B",7
"TENT5C",8
"TEP1",10
"TEPSIN",8
"TERB1",2
"TERF1",10
"TERF2",10
"TERF2IP",10
"TERT",10
"TES",10
"TESC",10
"TESK1",10
"TESK2",10
"TESMIN",6
"TESPA1",8
"TET1",6
"TET2",10
"TET3",10
"TEX10",10
"TEX101",10
"TEX11",4
"TEX12",2
"TEX13A",7
"TEX13B",9
"TEX13C",1
"TEX13D",1
"TEX14",8
"TEX15",2
"TEX19",5
"TEX2",10
"TEX22",10
"TEX26",2
"TEX261",10
"TEX264",10
"TEX28",3
"TEX29",5
"TEX30",8
"TEX35",6
"TEX36",3
"TEX38",5
"TEX44",8
"TEX46",3
"TEX47",5
"TEX48",8
"TEX50",1
"TEX51",4
"TEX52",1
"TEX53",3
"TEX55",1
"TEX9",7
"TF",10
"TFAM",10
"TFAP2A",10
"TFAP2B",6
"TFAP2C",10
"TFAP2D",7
"TFAP2E",10
"TFAP4",10
"TFB1M",10
"TFB2M",10
"TFCP2",10
"TFCP2L1",10
"TFDP1",10
"TFDP2",10
"TFDP3",6
"TFE3",10
"TFEB",10
"TFEC",9
"TFF1",8
"TFF2",6
"TFF3",10
"TFG",10
"TFIP11",10
"TFPI",10
"TFPI2",10
"TFPT",10
"TFR2",10
"TFRC",10
"TG",10
"TGDS",9
"TGFA",10
"TGFB1",10
"TGFB1I1",10
"TGFB2",8
"TGFB3",10
"TGFBI",10
"TGFBR1",10
"TGFBR2",10
"TGFBR3",10
"TGFBR3L",1
"TGFBRAP1",10
"TGIF1",10
"TGIF2",10
"TGIF2LY",3
"TGM1",9
"TGM2",10
"TGM3",8
"TGM4",5
"TGM5",9
"TGM6",9
"TGM7",5
"TGOLN2",10
"TGS1",10
"TH",5
"THADA",10
"THAP1",10
"THAP10",10
"THAP11",10
"THAP12",1
"THAP2",6
"THAP3",10
"THAP4",10
"THAP5",10
"THAP6",10
"THAP7",10
"THAP8",10
"THAP9",7
"THBD",10
"THBS1",10
"THBS2",10
"THBS3",10
"THBS4",10
"THEM4",10
"THEM5",3
"THEM6",8
"THEMIS",6
"THEMIS2",8
"THG1L",10
"THNSL1",9
"THNSL2",10
"THOC1",10
"THOC2",10
"THOC3",3
"THOC5",10
"THOC6",10
"THOC7",10
"THOP1",10
"THPO",5
"THRA",10
"THRAP3",10
"THRB",10
"THRSP",6
"THSD1",3
"THSD4",10
"THSD7A",10
"THSD7B",6
"THTPA",10
"THUMPD1",10
"THUMPD2",10
"THUMPD3",10
"THY1",10
"THYN1",10
"TIA1",10
"TIAL1",10
"TIAM1",10
"TIAM2",10
"TICAM1",10
"TICAM2",1
"TICRR",8
"TIE1",10
"TIFA",10
"TIFAB",10
"TIGAR",8
"TIGD1",10
"TIGD2",10
"TIGD3",9
"TIGD4",4
"TIGD5",10
"TIGD6",3
"TIGD7",10
"TIGIT",10
"TIMD4",6
"TIMELESS",10
"TIMM10",10
"TIMM10B",8
"TIMM13",10
"TIMM17A",10
"TIMM17B",10
"TIMM21",8
"TIMM22",10
"TIMM23",10
"TIMM29",7
"TIMM44",10
"TIMM50",10
"TIMM8A",10
"TIMM8B",10
"TIMM9",10
"TIMMDC1",10
"TIMP1",10
"TIMP2",10
"TIMP3",10
"TIMP4",9
"TINAG",5
"TINAGL1",10
"TINCR",8
"TINF2",10
"TIPARP",10
"TIPIN",10
"TIPRL",10
"TIRAP",10
"TJAP1",10
"TJP1",10
"TJP2",10
"TJP3",10
"TK1",10
"TK2",10
"TKFC",8
"TKT",10
"TKTL1",7
"TKTL2",4
"TLCD1",10
"TLCD2",10
"TLCD3A",8
"TLCD3B",8
"TLCD4",8
"TLCD4-RWDD3",1
"TLCD5",8
"TLDC2",4
"TLE1",10
"TLE2",10
"TLE3",10
"TLE4",10
"TLE5",8
"TLE6",10
"TLE7",1
"TLK1",10
"TLK2",10
"TLL1",3
"TLL2",5
"TLN1",10
"TLN2",10
"TLNRD1",8
"TLR1",10
"TLR10",7
"TLR2",10
"TLR3",10
"TLR4",10
"TLR5",10
"TLR6",9
"TLR7",10
"TLR8",10
"TLR9",10
"TLX1",7
"TLX2",5
"TLX3",5
"TM2D1",10
"TM2D2",10
"TM2D3",10
"TM4SF1",10
"TM4SF18",10
"TM4SF19",3
"TM4SF19-DYNLT2B",1
"TM4SF20",5
"TM4SF4",9
"TM4SF5",10
"TM6SF1",10
"TM6SF2",10
"TM7SF2",10
"TM7SF3",10
"TM9SF1",10
"TM9SF2",10
"TM9SF3",10
"TM9SF4",10
"TMA16",6
"TMA7",1
"TMA7B",1
"TMBIM1",10
"TMBIM4",10
"TMBIM6",10
"TMC1",5
"TMC2",9
"TMC3",3
"TMC4",10
"TMC5",10
"TMC6",10
"TMC7",7
"TMC8",10
"TMCC1",10
"TMCC2",10
"TMCC3",10
"TMCO1",10
"TMCO2",7
"TMCO3",10
"TMCO4",10
"TMCO5A",2
"TMCO6",10
"TMED1",10
"TMED10",10
"TMED2",10
"TMED3",10
"TMED4",10
"TMED5",10
"TMED6",6
"TMED7",8
"TMED7-TICAM2",2
"TMED8",10
"TMED9",10
"TMEFF1",1
"TMEFF2",4
"TMEM100",10
"TMEM101",10
"TMEM102",9
"TMEM104",10
"TMEM106A",10
"TMEM106B",10
"TMEM106C",10
"TMEM107",10
"TMEM108",10
"TMEM109",10
"TMEM11",10
"TMEM114",3
"TMEM115",10
"TMEM116",10
"TMEM117",10
"TMEM119",10
"TMEM120A",10
"TMEM120B",10
"TMEM121",9
"TMEM121B",7
"TMEM123",10
"TMEM125",10
"TMEM126A",10
"TMEM126B",10
"TMEM127",10
"TMEM128",3
"TMEM129",10
"TMEM130",9
"TMEM131",10
"TMEM131L",8
"TMEM132A",10
"TMEM132B",3
"TMEM132C",10
"TMEM132D",7
"TMEM132E",9
"TMEM134",10
"TMEM135",10
"TMEM138",10
"TMEM139",10
"TMEM140",10
"TMEM141",10
"TMEM143",10
"TMEM144",9
"TMEM145",8
"TMEM147",10
"TMEM14A",10
"TMEM14B",10
"TMEM14C",10
"TMEM150A",10
"TMEM150B",3
"TMEM150C",10
"TMEM151A",9
"TMEM151B",10
"TMEM154",10
"TMEM156",5
"TMEM158",10
"TMEM160",10
"TMEM161A",10
"TMEM161B",10
"TMEM163",10
"TMEM164",3
"TMEM165",10
"TMEM167A",10
"TMEM167B",10
"TMEM168",10
"TMEM169",8
"TMEM17",9
"TMEM170A",10
"TMEM170B",10
"TMEM171",6
"TMEM174",6
"TMEM175",10
"TMEM176A",10
"TMEM176B",10
"TMEM177",10
"TMEM178A",8
"TMEM178B",8
"TMEM179",3
"TMEM179B",10
"TMEM18",10
"TMEM181",10
"TMEM182",7
"TMEM183A",8
"TMEM184A",10
"TMEM184B",10
"TMEM184C",10
"TMEM185A",10
"TMEM185B",10
"TMEM186",10
"TMEM187",10
"TMEM19",10
"TMEM190",10
"TMEM191B",3
"TMEM191C",3
"TMEM192",10
"TMEM196",4
"TMEM198",10
"TMEM199",2
"TMEM200A",10
"TMEM200B",10
"TMEM200C",7
"TMEM201",10
"TMEM202",3
"TMEM203",10
"TMEM204",10
"TMEM205",10
"TMEM207",6
"TMEM208",10
"TMEM209",10
"TMEM210",1
"TMEM212",6
"TMEM213",7
"TMEM214",10
"TMEM215",3
"TMEM216",10
"TMEM217",7
"TMEM218",9
"TMEM219",10
"TMEM220",9
"TMEM221",10
"TMEM222",10
"TMEM223",10
"TMEM225",6
"TMEM225B",7
"TMEM229A",3
"TMEM229B",10
"TMEM230",8
"TMEM231",10
"TMEM232",4
"TMEM233",3
"TMEM234",10
"TMEM235",6
"TMEM236",2
"TMEM237",10
"TMEM238",3
